student_name,subject,score,timeSpent
Diana Wilson,History,40.03,10
Bob Johnson,Biology,1.51,104
Diana Davis,Statistics,72.78,41
Bob Wilson,Math,49.95,79
Alice Garcia,Chemistry,78.47,99
Diana Smith,IT,66.37,51
Bob Martinez,Chemistry,87.17,73
Diana Martinez,Math,72.4,119
Ethan Martinez,Biology,91.98,75
Fiona Martinez,History,24.3,72
Ian Williams,History,76.43,56
Julia Johnson,Biology,13.06,38
Bob Williams,Statistics,57.2,109
Diana Davis,Chemistry,19.6,38
Ian Garcia,IT,72.05,78
Bob Johnson,IT,5.04,70
Hannah Johnson,Statistics,63.58,30
Alice Martinez,History,48.61,66
Bob Davis,Math,69.72,35
Ian Garcia,Biology,8.48,74
Diana Williams,Chemistry,73.79,114
Julia Davis,Statistics,8.48,56
Julia Brown,Statistics,45.3,102
George Davis,History,67.66,94
Alice Miller,IT,98.53,88
Charlie Wilson,Chemistry,54.31,27
Fiona Jones,Chemistry,43.47,72
Ethan Brown,IT,83.04,91
Ian Martinez,Math,75.34,22
Ethan Johnson,Chemistry,86.24,80
Fiona Garcia,History,40.97,27
Ian Smith,IT,57.13,64
Fiona Wilson,History,48.67,21
George Miller,Statistics,40.19,33
Charlie Smith,Math,6.05,50
Hannah Smith,Biology,0.44,93
George Wilson,Chemistry,74.69,12
Diana Martinez,History,35.16,69
Alice Johnson,Statistics,13.76,116
Fiona Johnson,Statistics,11.5,111
Charlie Davis,Chemistry,1.75,114
Alice Garcia,History,47.35,93
Fiona Martinez,IT,38.9,106
Alice Garcia,Statistics,32.75,37
Ethan Davis,Biology,58.46,119
Hannah Brown,Statistics,67.02,88
George Smith,Math,2.05,54
Diana Garcia,History,1.99,109
Ian Johnson,IT,76.61,25
Hannah Smith,Biology,69.56,100
Charlie Brown,History,8.68,37
Bob Jones,Statistics,48.24,54
Julia Garcia,Statistics,59.29,59
Bob Brown,Chemistry,16.87,106
George Davis,IT,39.4,93
Julia Smith,Statistics,92.11,35
George Martinez,History,40.55,41
Fiona Garcia,Chemistry,61.33,37
Julia Wilson,Statistics,33.88,82
Fiona Martinez,Biology,62.69,49
Charlie Williams,Math,56.77,15
Ian Smith,Chemistry,98.01,56
Fiona Miller,History,94.72,115
Alice Miller,Math,70.05,43
Charlie Miller,Biology,31.38,12
Ian Williams,Statistics,88.66,117
Fiona Davis,History,93.66,76
Bob Brown,Statistics,80.86,22
Charlie Martinez,Math,42.44,91
Hannah Jones,Statistics,16.8,114
Bob Miller,Math,43.8,101
George Davis,IT,41.6,48
Alice Miller,IT,11.2,68
Alice Davis,Statistics,19.39,116
Diana Wilson,History,99.88,13
Ian Jones,Math,54.54,31
Diana Williams,Statistics,8.12,15
Alice Davis,Biology,15.53,77
Charlie Smith,History,22.61,46
Ethan Garcia,Chemistry,11.82,40
Bob Martinez,Statistics,80.4,51
Fiona Miller,Math,2.96,95
Alice Jones,Biology,6.0,14
Fiona Smith,Chemistry,89.1,40
Bob Martinez,Math,39.48,41
Hannah Miller,Statistics,73.03,35
George Brown,Statistics,21.99,24
Ethan Smith,History,1.84,43
Alice Garcia,Biology,33.61,17
Ian Miller,History,22.16,100
Ian Davis,Chemistry,86.84,110
Alice Davis,IT,17.09,101
George Brown,Biology,69.11,66
Ian Williams,Math,46.57,77
Hannah Brown,Chemistry,64.54,97
Hannah Miller,Biology,13.89,97
Ian Garcia,Statistics,14.81,47
Julia Martinez,IT,26.1,61
Fiona Wilson,Math,29.55,107
Bob Jones,IT,20.71,99
Diana Jones,Statistics,34.74,39
George Johnson,Math,96.27,76
Charlie Williams,IT,20.59,14
Alice Johnson,Statistics,89.3,116
Ethan Miller,Chemistry,0.65,23
Ian Williams,IT,48.56,55
Julia Miller,Biology,6.29,29
Alice Martinez,History,69.61,28
Hannah Garcia,IT,27.16,83
Fiona Johnson,History,34.77,70
George Garcia,Math,94.58,110
George Williams,Statistics,91.35,95
Alice Garcia,History,24.55,57
Ian Miller,Biology,99.16,36
Fiona Jones,History,1.64,101
Diana Garcia,IT,78.68,88
Fiona Brown,Biology,55.98,114
Diana Brown,Biology,75.88,23
Diana Johnson,Chemistry,40.07,112
Diana Davis,Chemistry,65.31,114
Hannah Brown,IT,30.95,98
Ian Jones,Statistics,80.37,21
Ethan Miller,Biology,89.5,81
Alice Davis,Chemistry,34.95,12
Charlie Garcia,Math,27.17,101
Fiona Wilson,Biology,58.05,46
Fiona Garcia,Math,11.28,91
Bob Jones,History,79.1,94
Alice Davis,IT,64.44,58
Diana Miller,Biology,38.19,43
George Wilson,IT,80.31,50
Fiona Jones,Chemistry,43.07,98
Charlie Williams,IT,52.52,115
Ethan Johnson,IT,76.62,109
Ethan Miller,Chemistry,92.43,45
Fiona Jones,IT,25.72,55
Ian Martinez,Chemistry,24.68,103
Bob Jones,Biology,1.48,49
Bob Smith,Math,22.44,30
Fiona Martinez,Biology,65.87,101
Charlie Smith,Statistics,10.22,37
Julia Williams,Statistics,91.34,73
Ethan Martinez,Statistics,28.99,16
Bob Smith,History,68.33,51
Fiona Smith,Statistics,31.45,79
George Martinez,IT,79.72,97
Alice Williams,History,63.64,12
Alice Garcia,IT,33.92,55
Charlie Miller,Biology,0.86,25
Bob Smith,IT,39.31,31
Hannah Smith,Chemistry,94.24,68
Julia Johnson,IT,48.49,71
Charlie Wilson,Statistics,61.61,119
Ethan Williams,Chemistry,64.41,37
George Wilson,Math,26.8,61
Diana Garcia,Chemistry,29.33,54
Ian Martinez,Math,51.2,79
George Johnson,Biology,70.61,87
George Wilson,Biology,78.57,88
Alice Brown,Statistics,88.88,65
Julia Miller,Biology,70.82,75
Charlie Martinez,IT,44.66,17
Diana Wilson,IT,98.9,117
George Jones,Chemistry,60.26,90
Fiona Smith,IT,93.93,26
Ian Smith,Biology,82.08,105
Charlie Martinez,History,36.66,115
Bob Johnson,History,30.63,14
Alice Martinez,History,8.47,24
Alice Martinez,Math,67.63,110
Alice Wilson,Biology,64.71,116
Fiona Johnson,History,99.21,75
Bob Williams,IT,96.02,72
Charlie Johnson,Chemistry,22.31,114
Ian Johnson,Math,44.18,113
Charlie Garcia,Math,51.78,67
Alice Wilson,Biology,38.44,38
Alice Williams,Statistics,88.54,60
Alice Wilson,History,93.08,118
Julia Miller,IT,26.75,16
Ethan Jones,IT,44.98,88
George Smith,Chemistry,27.13,63
Bob Martinez,IT,97.19,14
Ethan Johnson,Math,73.61,30
Fiona Smith,IT,11.72,72
Fiona Martinez,Chemistry,82.77,32
Diana Garcia,IT,79.04,77
George Jones,Biology,72.01,33
Julia Smith,IT,49.89,105
Charlie Wilson,Biology,35.95,76
Julia Johnson,Biology,91.18,83
Bob Martinez,Statistics,25.23,11
Charlie Martinez,IT,51.62,10
George Brown,IT,42.95,58
Charlie Williams,Chemistry,68.49,117
Julia Brown,Math,14.75,95
Ian Miller,Biology,16.33,17
Alice Williams,IT,81.06,103
Hannah Brown,IT,75.93,68
George Davis,Chemistry,10.36,10
Charlie Davis,Math,39.48,26
Hannah Brown,Biology,33.47,30
Alice Brown,IT,74.65,39
Hannah Wilson,Chemistry,74.07,95
Diana Johnson,Math,9.76,109
Ethan Williams,Chemistry,24.86,84
Charlie Smith,Statistics,69.94,62
Alice Brown,Biology,22.02,84
Charlie Wilson,Math,40.84,17
Bob Miller,IT,49.72,20
Hannah Miller,IT,93.37,10
George Garcia,IT,80.96,47
Diana Smith,History,18.23,117
George Miller,History,16.84,109
Bob Martinez,IT,14.6,99
Bob Wilson,History,56.01,58
Charlie Williams,Math,20.44,40
Julia Miller,Math,56.42,28
George Johnson,History,5.96,22
Diana Williams,Chemistry,51.66,57
Ethan Williams,Statistics,50.88,108
Charlie Martinez,Biology,79.62,63
Alice Johnson,IT,69.41,24
Julia Martinez,Biology,50.89,36
George Johnson,Math,74.14,13
Alice Wilson,Biology,37.41,69
George Smith,Chemistry,48.9,57
George Garcia,IT,71.24,94
Ian Johnson,Statistics,73.37,88
Ian Wilson,Biology,48.13,33
Julia Garcia,History,35.22,43
Bob Wilson,IT,12.73,49
Ethan Garcia,History,10.68,104
Bob Davis,IT,70.22,44
Alice Williams,Chemistry,4.73,91
Diana Brown,IT,54.01,23
Ethan Smith,Biology,20.86,10
Charlie Davis,Biology,90.79,85
Ian Smith,Chemistry,74.38,20
George Miller,Math,60.83,42
Hannah Jones,Chemistry,79.09,88
Hannah Davis,IT,73.84,67
Julia Martinez,Biology,81.99,102
Diana Johnson,Biology,37.69,101
Ian Martinez,History,96.77,47
Ethan Miller,Biology,59.71,57
Diana Smith,Biology,25.6,72
Alice Garcia,Math,34.47,120
Ian Brown,Chemistry,19.44,49
Charlie Smith,IT,38.32,39
Diana Johnson,Statistics,90.21,54
Bob Martinez,Math,34.11,61
Alice Brown,IT,63.24,74
Hannah Davis,History,41.84,30
Diana Smith,History,9.07,113
Diana Martinez,IT,73.6,81
Ethan Williams,Math,93.84,71
Ian Brown,Math,65.96,28
Ian Miller,Math,75.6,90
George Miller,Math,40.87,68
Alice Brown,Biology,8.99,37
Alice Garcia,Biology,50.74,95
George Johnson,Math,72.17,106
Ethan Brown,History,20.34,52
Bob Jones,IT,61.14,51
Diana Smith,IT,34.75,113
Fiona Jones,Statistics,42.76,50
Alice Garcia,IT,14.26,86
Hannah Williams,History,69.34,64
George Johnson,Math,19.32,23
Fiona Williams,Chemistry,27.71,83
George Davis,Biology,42.17,13
Alice Davis,Biology,1.83,13
Bob Johnson,Statistics,76.61,72
Julia Johnson,Biology,19.12,62
Julia Miller,Statistics,54.83,82
Ethan Brown,Math,87.44,16
George Jones,History,78.34,51
Alice Garcia,Math,34.55,47
Julia Miller,History,88.75,33
Julia Brown,Biology,5.43,21
George Williams,History,34.09,70
George Davis,Biology,42.75,35
George Johnson,Biology,64.56,59
Hannah Jones,Chemistry,57.21,59
Ethan Davis,Statistics,84.81,72
Fiona Jones,Math,19.27,12
Julia Brown,Chemistry,45.43,70
George Williams,History,61.97,17
George Martinez,IT,78.4,74
Diana Jones,Biology,24.7,86
Bob Smith,Chemistry,66.93,17
Alice Smith,IT,34.34,56
Fiona Davis,Biology,85.89,111
Julia Smith,Chemistry,73.07,66
Alice Smith,Chemistry,69.18,19
George Davis,Statistics,65.66,35
Bob Garcia,History,32.82,88
Hannah Davis,Math,77.44,117
Hannah Brown,IT,25.77,99
Ian Garcia,IT,76.81,80
Alice Wilson,Biology,37.33,37
Diana Wilson,Chemistry,79.68,67
Hannah Davis,Statistics,4.94,119
Bob Martinez,IT,77.7,102
Alice Miller,Math,53.81,80
Alice Jones,Statistics,83.29,111
Ethan Williams,Biology,67.01,118
Bob Davis,Statistics,7.54,94
Hannah Miller,Math,24.22,32
Ethan Jones,History,32.64,103
Alice Wilson,Statistics,46.68,62
Charlie Brown,Math,26.61,47
Ian Jones,Biology,12.31,93
Ethan Williams,History,93.78,95
Ian Williams,History,24.2,40
Diana Smith,Biology,2.7,115
Charlie Wilson,Biology,96.5,42
Bob Garcia,Math,19.48,43
Diana Wilson,History,64.17,22
Ethan Wilson,Math,23.16,76
Diana Martinez,Statistics,11.7,40
Bob Jones,Biology,99.03,90
Julia Brown,IT,11.44,63
George Brown,History,4.37,57
Diana Garcia,IT,91.41,78
Charlie Martinez,IT,49.65,25
George Davis,Math,27.5,83
George Martinez,Biology,82.07,91
Julia Martinez,Chemistry,24.72,81
Ian Martinez,Biology,25.83,11
Bob Wilson,Math,5.42,111
Alice Wilson,Biology,56.59,119
Fiona Garcia,IT,80.52,50
Hannah Davis,IT,22.79,110
Julia Brown,Biology,82.04,96
Charlie Brown,Math,61.97,114
Ethan Martinez,Biology,80.09,111
Ian Jones,Biology,11.66,68
George Williams,Chemistry,72.86,40
Julia Davis,IT,97.25,52
Charlie Johnson,Math,18.15,87
Ian Garcia,IT,92.43,115
George Davis,IT,68.19,20
Hannah Smith,Chemistry,34.8,82
Ian Davis,Chemistry,76.84,106
Ethan Davis,Math,30.67,109
Diana Miller,Math,36.01,45
Ethan Davis,Chemistry,54.33,83
Fiona Jones,History,68.17,61
Diana Martinez,Chemistry,83.24,88
George Johnson,Chemistry,47.47,80
Hannah Garcia,IT,49.84,111
Alice Williams,Statistics,82.23,109
Ian Williams,Biology,46.89,53
George Davis,IT,15.65,99
Ethan Johnson,IT,74.41,26
Alice Jones,Chemistry,78.83,77
Fiona Williams,History,47.63,47
Ethan Williams,Chemistry,86.8,10
Alice Garcia,IT,57.47,92
Hannah Miller,IT,4.75,46
Charlie Garcia,Chemistry,82.04,69
Alice Davis,History,89.82,84
Alice Brown,IT,50.12,118
Ian Davis,Biology,31.91,65
Julia Jones,Chemistry,90.77,115
Ian Garcia,Math,73.75,34
Bob Wilson,Biology,78.47,91
Ian Brown,Math,49.46,103
Hannah Smith,Chemistry,83.2,58
George Garcia,Statistics,43.56,53
Hannah Jones,Chemistry,22.32,88
Charlie Johnson,Math,20.76,53
Ian Johnson,Statistics,57.06,59
Julia Johnson,Biology,41.03,61
Hannah Miller,IT,40.06,35
Julia Wilson,History,14.78,46
Bob Miller,Chemistry,44.08,75
Ian Smith,IT,92.04,86
Bob Miller,Math,47.96,118
Julia Jones,History,65.24,57
Alice Jones,Chemistry,13.3,10
Julia Williams,Biology,54.61,102
Ian Johnson,History,83.3,78
Ethan Davis,Biology,86.82,67
George Jones,Biology,19.09,114
George Brown,IT,66.71,10
Hannah Johnson,Math,36.43,74
Alice Williams,History,71.98,12
Ethan Wilson,Chemistry,8.56,90
Charlie Martinez,History,25.85,15
Hannah Smith,Statistics,21.92,90
Diana Brown,Chemistry,3.3,77
Ethan Wilson,Math,25.6,66
Fiona Wilson,IT,65.47,103
Bob Brown,Biology,87.26,10
Ethan Miller,Statistics,71.58,115
Charlie Garcia,Statistics,52.79,81
Fiona Brown,History,82.66,22
Hannah Brown,Chemistry,9.4,63
Hannah Williams,Math,9.34,63
Bob Davis,IT,91.14,41
Alice Wilson,Math,36.47,84
Diana Williams,Biology,46.38,116
Charlie Garcia,IT,31.31,18
Charlie Smith,Chemistry,98.57,12
Fiona Smith,History,84.88,69
Ian Jones,IT,10.82,111
Julia Wilson,Math,74.45,51
Hannah Garcia,Biology,38.37,23
Ethan Williams,Chemistry,42.58,36
Ethan Jones,Math,70.61,35
George Wilson,Statistics,34.39,63
Diana Smith,Statistics,0.83,40
Julia Davis,Biology,81.64,43
Diana Brown,Biology,58.75,24
George Miller,History,71.52,34
Diana Wilson,IT,6.94,23
Charlie Jones,Math,22.28,11
Ethan Smith,Chemistry,60.15,119
Hannah Miller,History,39.91,103
George Miller,Math,66.65,108
Alice Miller,Statistics,21.78,90
Charlie Wilson,Chemistry,22.47,63
Fiona Brown,Statistics,43.19,70
Alice Smith,Chemistry,39.17,117
Alice Jones,Chemistry,60.95,78
Diana Williams,IT,86.53,103
George Martinez,Statistics,36.38,28
Ian Davis,Math,96.65,24
George Johnson,Math,91.22,20
Diana Johnson,IT,88.33,79
Alice Miller,Math,80.46,62
Fiona Johnson,Chemistry,35.53,103
Ian Smith,Math,76.54,64
Alice Smith,IT,20.32,27
Alice Davis,History,54.72,41
Fiona Miller,Math,31.41,22
Ethan Smith,Chemistry,4.94,23
Julia Williams,Biology,92.39,11
Fiona Wilson,Chemistry,2.31,32
Julia Martinez,History,95.34,116
Ethan Jones,Math,60.94,118
Ethan Martinez,Math,32.76,120
Bob Miller,IT,85.14,30
Fiona Smith,IT,67.97,89
Charlie Martinez,IT,73.19,64
Alice Wilson,Chemistry,5.62,71
Hannah Williams,Math,73.34,49
Diana Davis,Chemistry,54.47,100
Ian Martinez,Statistics,68.61,61
Fiona Wilson,Biology,25.68,31
George Smith,History,66.14,111
Fiona Johnson,Math,79.75,12
Diana Wilson,History,88.54,100
Hannah Johnson,Statistics,98.82,48
George Smith,Math,3.63,19
Ian Davis,Math,81.44,43
Julia Johnson,IT,71.93,52
Ian Wilson,Biology,67.1,62
Bob Miller,History,77.12,39
Fiona Davis,Biology,86.96,94
Charlie Martinez,History,32.16,37
Bob Jones,Chemistry,2.24,32
Charlie Smith,Statistics,53.71,13
Julia Smith,IT,67.54,86
Bob Miller,Statistics,57.12,58
Ian Jones,Chemistry,33.2,81
George Jones,Chemistry,44.27,86
Alice Davis,Biology,59.18,89
Diana Wilson,IT,3.36,87
George Wilson,IT,77.75,64
Julia Johnson,Math,47.44,106
Alice Wilson,Math,47.46,28
Alice Smith,IT,92.57,20
Charlie Jones,Biology,19.65,31
Ethan Martinez,Biology,84.52,22
Ian Wilson,Statistics,82.44,100
Charlie Brown,Biology,73.45,116
Alice Garcia,History,21.17,51
Diana Smith,Statistics,99.91,104
Alice Davis,Statistics,64.24,111
Bob Brown,Math,3.1,119
Bob Davis,Biology,23.84,19
Alice Johnson,History,72.35,15
Charlie Johnson,Math,13.13,84
Ethan Johnson,Biology,4.65,106
Charlie Garcia,IT,1.86,92
Ethan Smith,Math,51.07,95
Ethan Martinez,History,76.19,97
Ethan Smith,Statistics,33.67,32
Alice Jones,History,79.87,80
Ethan Smith,History,53.27,29
Ethan Martinez,Statistics,17.85,34
Julia Williams,Biology,22.47,51
Diana Miller,Math,40.42,35
Hannah Garcia,History,98.38,98
Diana Brown,History,16.94,92
Fiona Miller,Statistics,87.74,59
Alice Johnson,Chemistry,9.72,107
George Wilson,Statistics,13.52,45
Hannah Miller,History,89.7,55
Julia Jones,Math,13.92,28
George Williams,IT,66.0,75
George Wilson,IT,70.15,68
Hannah Davis,Biology,69.2,87
Charlie Williams,Math,61.16,93
Bob Johnson,Statistics,62.87,31
Julia Johnson,Math,91.32,18
Alice Wilson,Math,51.98,104
Diana Jones,Statistics,20.38,80
Fiona Martinez,IT,46.46,52
Ethan Johnson,Biology,28.43,63
Charlie Smith,Math,76.28,84
Ethan Williams,History,94.44,46
Fiona Davis,Math,33.47,94
George Smith,Math,29.81,58
Julia Johnson,History,1.12,61
Hannah Martinez,Biology,7.67,52
Charlie Brown,Chemistry,78.7,34
Alice Brown,Math,95.14,69
Hannah Garcia,Statistics,1.17,19
George Johnson,History,64.2,90
Ian Miller,History,17.9,14
Bob Wilson,IT,71.39,24
Bob Smith,Math,44.26,53
Ethan Jones,Math,59.38,102
George Miller,Biology,71.31,51
Hannah Smith,Biology,79.31,19
Hannah Wilson,Statistics,85.1,81
Fiona Smith,Biology,2.25,87
Hannah Wilson,Statistics,34.29,68
Fiona Wilson,IT,82.32,97
Hannah Davis,Statistics,63.96,96
Alice Wilson,Biology,89.39,89
Hannah Brown,Statistics,62.5,22
Bob Johnson,Biology,98.02,94
Diana Brown,IT,36.13,26
Diana Miller,Chemistry,52.66,65
Charlie Martinez,Chemistry,82.21,66
Charlie Davis,IT,48.64,11
Hannah Wilson,IT,34.06,111
Diana Garcia,Statistics,38.1,115
Fiona Miller,Biology,20.0,101
George Smith,Statistics,61.15,24
Diana Davis,Math,70.08,31
George Martinez,IT,7.35,102
Charlie Smith,IT,52.11,18
Bob Garcia,History,49.61,61
Julia Martinez,Statistics,43.37,10
Julia Smith,IT,39.31,60
Ethan Brown,IT,80.12,39
Bob Smith,Biology,57.65,74
Julia Johnson,Chemistry,77.2,99
Diana Jones,Chemistry,37.51,24
Hannah Wilson,History,58.66,33
Julia Martinez,Math,39.71,35
Alice Brown,IT,39.45,24
Hannah Garcia,IT,31.77,79
George Brown,History,25.65,111
Ian Wilson,History,20.13,11
Fiona Miller,Biology,94.91,71
Hannah Davis,Chemistry,43.69,92
George Jones,History,11.92,45
Alice Martinez,IT,17.35,103
Fiona Davis,Biology,9.08,22
Ethan Johnson,Math,66.27,43
Bob Garcia,History,59.87,24
Diana Wilson,Math,54.22,56
George Smith,IT,17.09,100
Julia Johnson,IT,5.02,102
Ethan Wilson,Biology,27.62,62
Charlie Davis,Math,71.16,60
Fiona Johnson,Statistics,21.94,102
Bob Johnson,History,16.86,14
Hannah Davis,IT,73.08,48
Bob Martinez,Statistics,88.55,99
Bob Garcia,Statistics,57.55,38
Alice Brown,Statistics,66.85,24
Ethan Smith,Biology,72.01,57
Bob Smith,Statistics,38.79,53
Hannah Williams,History,33.41,80
Hannah Smith,History,59.36,102
Ian Brown,Statistics,39.48,13
Ian Miller,Biology,81.13,63
Julia Brown,Biology,35.32,61
Bob Davis,Chemistry,92.92,53
Hannah Garcia,Chemistry,10.43,109
Fiona Jones,Math,91.51,33
George Smith,Math,96.99,42
Ethan Miller,Biology,58.87,92
Fiona Brown,Statistics,55.1,37
Hannah Jones,Biology,25.71,39
George Martinez,Math,38.53,90
Fiona Davis,Statistics,94.58,96
Diana Miller,History,89.67,118
George Smith,IT,12.67,44
Charlie Wilson,IT,82.02,94
Ethan Davis,Math,62.77,51
Fiona Smith,Math,34.46,66
Alice Garcia,Chemistry,70.27,102
Diana Martinez,History,87.24,117
Fiona Miller,Statistics,45.41,94
Charlie Smith,History,80.74,77
Hannah Jones,Math,91.03,31
Charlie Williams,Biology,96.02,75
Diana Garcia,History,33.59,46
Ian Garcia,Chemistry,52.1,45
Fiona Jones,Statistics,74.6,34
Hannah Garcia,Chemistry,85.33,103
Charlie Wilson,Biology,72.53,53
Charlie Garcia,Math,95.98,87
Diana Smith,History,8.86,43
Ian Jones,History,39.11,39
Bob Garcia,Statistics,35.23,46
Hannah Johnson,Chemistry,27.4,44
Bob Garcia,Statistics,58.66,39
Ian Martinez,IT,96.42,80
Ethan Jones,IT,11.41,95
Ian Brown,History,67.66,61
Ian Davis,History,59.76,13
Hannah Miller,History,0.74,47
Alice Garcia,History,85.68,41
Alice Martinez,Chemistry,12.61,83
Fiona Williams,Statistics,42.54,59
Alice Martinez,Math,40.33,11
Charlie Martinez,Statistics,50.06,46
Bob Miller,Biology,43.2,80
Julia Brown,Chemistry,43.09,70
Fiona Smith,Statistics,99.21,82
Alice Martinez,Chemistry,84.17,114
George Johnson,Biology,75.39,19
Diana Smith,Math,22.7,101
Alice Johnson,Biology,78.46,108
Julia Martinez,Statistics,11.81,35
Alice Miller,Chemistry,86.94,112
Hannah Jones,Statistics,56.16,25
Ian Garcia,Chemistry,73.85,58
Ethan Wilson,History,58.91,51
Julia Wilson,History,32.74,59
Alice Smith,Statistics,65.78,53
Bob Wilson,IT,72.36,87
Hannah Wilson,Biology,13.06,23
Diana Garcia,Math,35.08,18
Hannah Garcia,Math,90.49,59
Ethan Brown,Chemistry,64.24,81
Julia Williams,Biology,26.25,63
George Smith,Statistics,74.26,118
Ethan Smith,Statistics,94.74,110
Ethan Jones,History,97.29,51
Julia Smith,Chemistry,83.87,88
Alice Smith,History,2.6,17
Julia Miller,Statistics,64.9,82
George Smith,Chemistry,35.24,79
Hannah Jones,IT,93.44,27
Ian Miller,Chemistry,61.89,86
Diana Davis,Statistics,76.72,118
Fiona Garcia,Chemistry,44.95,111
Charlie Johnson,Biology,56.66,79
Diana Davis,Biology,36.91,13
George Miller,Biology,85.21,104
Fiona Wilson,History,55.79,118
Julia Williams,Chemistry,52.56,101
Diana Williams,Math,3.47,118
George Smith,Statistics,75.85,49
Bob Williams,Chemistry,46.67,104
Julia Smith,Biology,80.73,19
Julia Wilson,IT,21.54,25
George Williams,Biology,83.84,51
George Garcia,Biology,71.23,57
George Wilson,Chemistry,55.05,28
Hannah Wilson,Chemistry,6.45,31
Hannah Johnson,Chemistry,9.71,112
Ethan Jones,Biology,55.8,53
Hannah Garcia,Biology,57.03,74
Bob Williams,Biology,52.45,92
Hannah Williams,History,8.6,91
Alice Williams,Statistics,61.39,41
Fiona Brown,Chemistry,53.13,56
Diana Davis,History,90.94,98
Hannah Johnson,Biology,6.97,87
Charlie Johnson,IT,31.84,26
Charlie Williams,History,56.61,62
Fiona Jones,Math,75.84,83
Bob Johnson,IT,38.54,87
Alice Brown,Biology,15.5,79
Hannah Martinez,Statistics,99.63,72
George Martinez,IT,27.99,40
Fiona Wilson,IT,27.6,63
Julia Garcia,Biology,38.49,67
Ian Jones,Chemistry,35.9,70
Ethan Garcia,Chemistry,39.16,93
Bob Jones,Biology,18.72,18
Alice Johnson,IT,97.06,71
Alice Wilson,Math,18.18,17
Hannah Martinez,Chemistry,27.55,69
Julia Davis,Statistics,50.14,45
Alice Smith,Math,15.19,84
Ian Brown,Chemistry,91.2,119
Fiona Martinez,Statistics,82.92,116
Diana Smith,Math,78.8,66
Bob Smith,Chemistry,48.92,20
Alice Jones,IT,89.41,28
Diana Wilson,Chemistry,37.11,51
Diana Johnson,IT,40.96,99
Fiona Williams,Math,48.25,69
Julia Williams,Chemistry,14.94,60
Ian Garcia,Chemistry,13.81,33
Ethan Smith,Chemistry,55.71,71
Ethan Miller,Statistics,5.73,46
George Miller,IT,69.69,110
Alice Garcia,History,73.0,77
Hannah Garcia,Chemistry,97.07,61
Julia Smith,Math,1.81,66
Julia Smith,Chemistry,91.32,35
Diana Garcia,Biology,48.22,30
Hannah Wilson,History,69.57,44
Hannah Jones,Biology,72.08,114
Ethan Martinez,Biology,97.54,27
Ian Miller,Biology,83.42,69
Fiona Miller,History,28.25,51
Alice Miller,Statistics,9.4,93
Diana Davis,IT,37.29,59
Charlie Miller,Statistics,73.4,113
Bob Brown,Biology,67.96,61
Julia Smith,History,84.86,104
Ian Martinez,Math,52.83,47
Fiona Martinez,Statistics,6.62,23
Diana Garcia,History,43.12,82
Hannah Williams,Statistics,92.14,66
Charlie Brown,Chemistry,98.36,119
Ian Brown,Biology,46.99,118
Bob Brown,Biology,34.61,107
Bob Jones,Chemistry,89.07,111
Fiona Johnson,Chemistry,73.31,71
George Smith,History,59.05,30
Alice Jones,Chemistry,1.89,26
Fiona Martinez,Statistics,15.82,91
Hannah Davis,Chemistry,58.79,117
Ethan Garcia,Biology,91.24,104
Fiona Brown,IT,60.89,62
Charlie Smith,Math,85.33,96
Diana Davis,IT,87.68,118
Bob Johnson,Math,60.24,60
Charlie Wilson,IT,70.66,100
Charlie Smith,History,9.44,74
Charlie Jones,Statistics,34.03,45
Diana Davis,IT,93.55,49
Julia Martinez,Chemistry,49.25,84
Diana Jones,Statistics,50.29,97
Ethan Brown,Math,58.79,61
George Smith,Math,18.36,28
Hannah Jones,History,34.44,97
Bob Garcia,History,88.74,103
Diana Garcia,History,52.69,116
Ethan Brown,Math,64.55,53
George Miller,Statistics,41.12,120
Ethan Williams,Biology,72.76,90
Julia Garcia,Math,84.4,102
Diana Brown,Biology,93.12,34
Diana Jones,Biology,12.62,21
Alice Jones,Math,9.87,73
Fiona Wilson,IT,78.02,80
Fiona Smith,Biology,58.82,40
Charlie Smith,Statistics,92.57,62
Diana Wilson,Math,58.71,27
Hannah Williams,IT,16.88,52
Charlie Garcia,IT,65.83,36
George Davis,History,84.53,51
Diana Martinez,IT,72.07,82
Bob Jones,Biology,37.35,84
Ethan Smith,IT,74.58,90
Bob Wilson,Chemistry,22.35,103
Charlie Davis,Chemistry,79.81,72
Ethan Martinez,Math,20.81,96
Bob Miller,Chemistry,49.5,35
Alice Johnson,Biology,12.35,54
Julia Jones,History,90.64,74
Charlie Martinez,Chemistry,79.34,57
Hannah Johnson,Math,61.09,64
Alice Miller,History,92.69,56
Hannah Johnson,IT,46.76,114
Diana Miller,Statistics,36.85,117
Charlie Miller,Math,65.09,67
Alice Johnson,History,30.06,33
Hannah Jones,IT,21.46,17
Alice Garcia,Math,1.14,76
Alice Brown,History,33.72,64
Hannah Jones,IT,76.51,76
Julia Johnson,Chemistry,25.37,118
Ethan Miller,History,6.02,75
Diana Williams,Chemistry,44.57,46
Alice Garcia,Statistics,51.04,47
Diana Miller,Chemistry,68.98,102
Diana Wilson,History,99.01,61
Bob Miller,IT,36.14,108
Bob Davis,Math,46.06,109
Bob Garcia,Biology,30.13,109
Julia Martinez,Statistics,60.03,79
Hannah Wilson,Biology,44.46,60
Hannah Garcia,History,92.84,94
Julia Jones,Biology,36.98,89
